url,httpx_client,aiohttp_session
https://httpstat.us/200,708.0456089461222,1086.0025300062262
https://httpstat.us/200,718.692202004604,1140.905751963146
https://httpstat.us/200,718.322231026832,1156.9178299978375
https://httpstat.us/200,725.2271549659781,1147.8088519652374
https://httpstat.us/200,819.1491400357336,1148.5635000281036
https://httpstat.us/200,836.443567997776,1176.6797699965537
https://httpstat.us/200,840.2926719863899,1179.027366975788
https://httpstat.us/200,844.7360440040939,1179.8143520136364
https://httpstat.us/200,848.0143059859984,1181.4268860034645
https://httpstat.us/200,1437.215626006946,1191.0681040026248
https://httpstat.us/200,1441.5904190391302,1192.608630983159
https://httpstat.us/200,1446.8469719868153,1193.675474030897
https://httpstat.us/200,1446.319813025184,1193.6236969777383
https://httpstat.us/200,1445.4485229798593,1195.0136590166949
https://httpstat.us/200,1445.9816289599985,1200.6487590260804
https://httpstat.us/200,1448.617681977339,1201.2885920121334
https://httpstat.us/200,1449.448435974773,1200.2605309826322
https://httpstat.us/200,1490.538559970446,1200.1805410254747
https://httpstat.us/200,1499.5116610080004,1202.0249140332453
https://httpstat.us/200,1504.5450609759428,1202.5609740521759
https://httpstat.us/200,1508.6916260188445,1211.1837599659339
https://httpstat.us/200,1508.1195299862884,1210.0637140101753
https://httpstat.us/200,1509.007507993374,1213.227898988407
https://httpstat.us/200,1509.9241550196894,1212.5264150090516
https://httpstat.us/200,1513.7628029915504,1213.2010899949819
https://httpstat.us/200,1511.1917330068536,1211.9419790105894
https://httpstat.us/200,1512.7179810078815,1213.8659819611348
https://httpstat.us/200,1530.950355983805,1215.6063879956491
https://httpstat.us/200,1534.099682001397,1215.3827139991336
https://httpstat.us/200,1535.932253987994,1218.43725402141
https://httpstat.us/200,1539.862024015747,1220.1008630217984
https://httpstat.us/200,1544.7602689964697,1231.6363139543682
https://httpstat.us/200,1537.8390990081243,1275.4882519948296
https://httpstat.us/200,1539.2383449943736,1276.1201150133274
https://httpstat.us/200,1874.3325090035796,1291.6244969819672
https://httpstat.us/200,1879.2737370240502,1299.3522729957476
https://httpstat.us/200,1890.9998260205612,1300.8588730008341
https://httpstat.us/200,1895.5394410295412,1302.273478009738
https://httpstat.us/200,1895.3523440286517,1302.0553989917971
https://httpstat.us/200,1897.896760958247,1308.250161993783
https://httpstat.us/200,1899.0235659875907,1309.883933980018
https://httpstat.us/200,1896.9471320160665,1309.9121680133976
https://httpstat.us/200,1919.1024960018694,1310.7679189997725
https://httpstat.us/200,1918.9335810369812,1310.0223789806478
https://httpstat.us/200,1920.5209619831294,1311.2072089570574
https://httpstat.us/200,1918.3128530276008,1312.1480789850466
https://httpstat.us/200,1918.0571510223672,1313.938662991859
https://httpstat.us/200,1919.0071490011178,1359.609927982092
https://httpstat.us/200,1930.952385009732,1364.1541810357012
https://httpstat.us/200,1918.9922229852527,1365.2592159924097
https://httpstat.us/200,1919.1320500103757,1365.4477789532393
https://httpstat.us/200,1919.1309819580056,1366.6211439995095
https://httpstat.us/200,1918.764341971837,1366.571702004876
https://httpstat.us/200,1916.210931027308,1365.8447740017436
https://httpstat.us/200,1919.213593006134,1374.8761609895155
https://httpstat.us/200,1921.3267510058358,1374.767036002595
https://httpstat.us/200,1921.0522780194879,1470.5165679915808
https://httpstat.us/200,1921.0475329891779,1473.076157970354
https://httpstat.us/200,1919.3467229488306,1473.092547035776
https://httpstat.us/200,1922.488596988842,1472.4647480179556
https://httpstat.us/200,1921.4642050210387,1475.3495309851132
https://httpstat.us/200,1919.5360949961469,1491.735719027929
https://httpstat.us/200,1920.1602870016359,1494.7581290034577
https://httpstat.us/200,1919.2257969989441,1494.7715820162557
https://httpstat.us/200,1920.3998359735124,1495.512144989334
https://httpstat.us/200,1920.6759539665654,1511.887728003785
https://httpstat.us/200,1935.5956189683639,1517.9300949675962
https://httpstat.us/200,1939.062534016557,1513.3772420231253
https://httpstat.us/200,1939.4097499898635,1515.7905020168982
https://httpstat.us/200,1938.3598130079918,1514.9009079905227
https://httpstat.us/200,1943.4260909911245,1514.4202479859814
https://httpstat.us/200,1943.3398860273883,1515.6348120071925
https://httpstat.us/200,1943.6065810150467,1516.1065310239792
https://httpstat.us/200,1945.8115700399503,1573.2244290411472
https://httpstat.us/200,1944.387588009704,1573.0889500118792
https://httpstat.us/200,1947.640149970539,1578.0024040141143
https://httpstat.us/200,1947.179218987003,1579.3786250287667
https://httpstat.us/200,1946.0185180068947,1579.4654280180112
https://httpstat.us/200,1945.8923049969599,1579.7993110027164
https://httpstat.us/200,1950.0389769673347,1580.6657510111108
https://httpstat.us/200,1952.0885939709842,1587.1131949825212
https://httpstat.us/200,1950.2263060421683,1587.246075971052
https://httpstat.us/200,1949.8518129694276,1589.4396160147153
https://httpstat.us/200,1951.5484740259126,1593.001673987601
https://httpstat.us/200,1951.954066986218,1601.0347740375437
https://httpstat.us/200,1952.414917992428,1601.6671609831974
https://httpstat.us/200,1951.5803479589522,1658.2553560147062
https://httpstat.us/200,1950.9912760113366,1659.4135919585824
https://httpstat.us/200,1952.4906139704399,1661.708056984935
https://httpstat.us/200,1953.49146501394,1666.6023959987797
https://httpstat.us/200,1959.113717020955,1670.4202810069546
https://httpstat.us/200,1962.5226319767535,1674.1166739957407
https://httpstat.us/200,1962.73009799188,1676.100509997923
https://httpstat.us/200,1967.986171017401,1678.5760709899478
https://httpstat.us/200,1969.4674939964898,1682.922609965317
https://httpstat.us/200,1968.3625290053897,1684.3806990073062
https://httpstat.us/200,1970.4366929945536,1685.0519480067305
https://httpstat.us/200,1971.73044399824,1700.9595590061508
https://httpstat.us/200,2001.7816820181906,1701.1847129906528
https://httpstat.us/200,2003.5511059686542,1701.5884080319665
http://127.0.0.1:8000,421.30785499466583,90.37627698853612
http://127.0.0.1:8000,423.6083810101263,100.95713101327419
http://127.0.0.1:8000,425.70804501883686,103.05880795931444
http://127.0.0.1:8000,427.63772496255115,107.79185697901994
http://127.0.0.1:8000,429.3287249747664,106.8143270094879
http://127.0.0.1:8000,430.50823302473873,107.48522699577734
http://127.0.0.1:8000,431.37247499544173,107.28970199124888
http://127.0.0.1:8000,432.0922579499893,108.78474696073681
http://127.0.0.1:8000,433.03462100448087,109.34591694967821
http://127.0.0.1:8000,433.76108701340854,110.0619770004414
http://127.0.0.1:8000,433.302906982135,116.2791009992361
http://127.0.0.1:8000,436.01052701706067,117.64199298340827
http://127.0.0.1:8000,437.607680039946,117.43240500800312
http://127.0.0.1:8000,438.25684004696086,117.78241203865036
http://127.0.0.1:8000,441.6930479928851,118.27207397436723
http://127.0.0.1:8000,443.3779460377991,118.88267000904307
http://127.0.0.1:8000,443.7615469796583,120.88094797218218
http://127.0.0.1:8000,445.0660070287995,124.61410596733913
http://127.0.0.1:8000,447.9678979841992,124.57129399990663
http://127.0.0.1:8000,451.27185800811276,124.15326398331672
http://127.0.0.1:8000,455.11844800785184,124.15239599067718
http://127.0.0.1:8000,459.0246150037274,124.43960999371484
http://127.0.0.1:8000,462.20572100719437,124.663911992684
http://127.0.0.1:8000,465.73664800962433,125.08192099630833
http://127.0.0.1:8000,469.7882930049673,126.47275399649516
http://127.0.0.1:8000,473.0434769880958,126.34126900229603
http://127.0.0.1:8000,475.72727798251435,126.14792102249339
http://127.0.0.1:8000,478.3734880038537,126.98712502606213
http://127.0.0.1:8000,482.2374770301394,126.79508596193045
http://127.0.0.1:8000,484.80615502921864,126.72916101291776
http://127.0.0.1:8000,486.6413560230285,127.40722100716084
http://127.0.0.1:8000,489.2913489602506,128.015996015165
http://127.0.0.1:8000,492.41134902695194,128.16337897675112
http://127.0.0.1:8000,495.61666400404647,128.46206803806126
http://127.0.0.1:8000,498.1814870261587,129.2585560004227
http://127.0.0.1:8000,502.50522402347997,129.92712802952155
http://127.0.0.1:8000,505.7335359742865,130.91539702145383
http://127.0.0.1:8000,507.67641997663304,132.8007269767113
http://127.0.0.1:8000,512.0605769916438,132.25019600940868
http://127.0.0.1:8000,514.6702959900722,132.14972603600472
http://127.0.0.1:8000,516.3299110135995,131.80403300793841
http://127.0.0.1:8000,518.6905599548481,132.84156302688643
http://127.0.0.1:8000,521.3702699984424,134.12495295051485
http://127.0.0.1:8000,524.5830529602244,132.76693102670833
http://127.0.0.1:8000,527.1240079891868,134.99820895958692
http://127.0.0.1:8000,529.7206150135025,136.88452896894887
http://127.0.0.1:8000,533.3616759744473,137.04777299426496
http://127.0.0.1:8000,536.4644869696349,137.72995804902166
http://127.0.0.1:8000,539.2920500016771,139.053315971978
http://127.0.0.1:8000,541.3563420297578,140.02172002801672
http://127.0.0.1:8000,544.2193750059232,141.60780102247372
http://127.0.0.1:8000,547.7832320029847,144.484078977257
http://127.0.0.1:8000,552.3170990054496,148.17809802480042
http://127.0.0.1:8000,556.9268830004148,141.84478303650394
http://127.0.0.1:8000,559.5266979653388,142.1477579860948
http://127.0.0.1:8000,561.9179899804294,142.67013198696077
http://127.0.0.1:8000,563.4496780112386,142.95423997100443
http://127.0.0.1:8000,593.2051039999351,142.14647299377248
http://127.0.0.1:8000,594.3235030281357,145.596926973667
http://127.0.0.1:8000,594.9817150249146,175.69400899810717
http://127.0.0.1:8000,595.9706570138223,176.3272469979711
http://127.0.0.1:8000,596.7578710406087,176.67714698472992
http://127.0.0.1:8000,596.9417250016704,180.08615798316896
http://127.0.0.1:8000,597.4652799777687,180.77771499520168
http://127.0.0.1:8000,598.1733130174689,181.26742902677506
http://127.0.0.1:8000,598.5769319813699,181.85973801882938
http://127.0.0.1:8000,628.5280979936942,179.18711801758036
http://127.0.0.1:8000,638.0608429899439,179.77487697498873
http://127.0.0.1:8000,638.9811999979429,181.08013999881223
http://127.0.0.1:8000,639.40783101134,181.8425509845838
http://127.0.0.1:8000,640.1351059903391,182.37479199888185
http://127.0.0.1:8000,640.8310949918814,184.03690902050585
http://127.0.0.1:8000,641.2874620291404,182.5055200024508
http://127.0.0.1:8000,644.2127859918401,185.1827219943516
http://127.0.0.1:8000,646.7878900002688,186.63179501891136
http://127.0.0.1:8000,648.9757699891925,189.5739829633385
http://127.0.0.1:8000,649.7608909849077,190.0703579885885
http://127.0.0.1:8000,652.1107169683091,190.01501897582784
http://127.0.0.1:8000,652.894972008653,191.76070799585432
http://127.0.0.1:8000,654.7100890311413,192.49131996184587
http://127.0.0.1:8000,658.0861689872108,192.90430197725073
http://127.0.0.1:8000,659.5992709626444,193.24426201637834
http://127.0.0.1:8000,659.9966380163096,192.44872400304303
http://127.0.0.1:8000,661.5889579989016,193.5278819873929
http://127.0.0.1:8000,663.2457029772922,196.29087002249435
http://127.0.0.1:8000,663.9739209786057,196.66237599449232
http://127.0.0.1:8000,665.8306469907984,197.72541499696672
http://127.0.0.1:8000,667.011774959974,197.12055497802794
http://127.0.0.1:8000,669.5749160135165,198.93100298941135
http://127.0.0.1:8000,670.0521640013903,200.9077239781618
http://127.0.0.1:8000,670.7003549672663,200.70596900768578
http://127.0.0.1:8000,671.4563410496339,200.18085499759763
http://127.0.0.1:8000,672.0312089892104,202.0516549819149
http://127.0.0.1:8000,672.9959070216864,202.89050100836903
http://127.0.0.1:8000,673.6828829743899,203.2008680398576
http://127.0.0.1:8000,674.0120589965954,203.85042496491224
http://127.0.0.1:8000,674.2800259962678,205.8705979725346
http://127.0.0.1:8000,675.4051179741509,207.39976601907983
http://127.0.0.1:8000,688.5920090135187,208.0244889948517
http://127.0.0.1:8000,689.7551770089194,208.42841902049258
